ขวดสารเคมีที่มีอยู่ในคลังฯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รหัสขวด,ชื่อสารเคมี,CAS / Catalogue No.,เกรด,ขนาดบรรจุ,ปริมาณคงเหลือ,หน่วยบรรจุ,ชื่อผู้เพิ่มขวด,เวลาเพิ่มขวด,,,,,,,,,,,,,,,,,,,,,,,,สถานที่จัดเก็บ,woner
F0930758000027,Sodium dihydrogen phosphate monohydrate,10049-21-5,"RPE, ACS for analysis","1,000.00",900,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:52,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000028,Disodium hydrogen phosphate,7558-79-4,"RPE, ACS","1,000.00",500,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:53,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000029,Sodium hydrogen phosphate dodecahydrate,10039-32-4,"RPE, ISO for analysis","1,000.00",900,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:55,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000030,Sodium hydroxide,1310-73-2,"RPE, ACS, ISO for analysis","1,000.00",800,กรัม,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:57,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930758000031,Hydrochloric acid,7647-01-0,"RPE, ISO foranalysis","1,000.00",500,มิลลิลิตร,นางสาวกรวรรณ รัตนไชย,26/7/2015 12:59,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F0930759000001,DPX Mountant for histology,6522,slide mounting medium,500,250,มิลลิลิตร,นายนพดล พริ้งเพราะ,7/1/2016 16:13,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6100001,Gelatin,9000-70-8,Analytical,500,149,กรัม,นางสาวภีรดา เมินกระโทก,10/1/2018 14:46,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6100015,Gelatin,9000-70-8,Analytical,500,500,กรัม,นางสาวภีรดา เมินกระโทก,10/1/2018 14:46,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6100037,Isopropyl alcohol,67-63-0,70%,450,400,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,11/1/2018 14:53,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6100043,Xylene,1330-20-7,"AR ,99.5%","2,500.00","2,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,17/8/2018 16:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6100045,Ethyl alcohol,64-17-5,"AR,99.9%","2,500.00","1,800.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,17/8/2018 16:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6100046,Ethyl alcohol,64-17-5,"AR,99.9%","2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,17/8/2018 16:16,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6200003,Sodium lauryl sulfate,151-21-3,Molecular grade,250,250,กรัม,นายนพดล พริ้งเพราะ,18/9/2019 09:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400001,Ammonium persulfate,7727-54-0,Molecular grade,100,100,กรัม,นางสาวภีรดา เมินกระโทก,15/9/2021 16:23,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400002,Glycine,56-40-6,Molecular grade,"1,000.00","1,000.00",กรัม,นางสาวภีรดา เมินกระโทก,15/9/2021 16:26,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400003,Brilliant Blue R,6104-59-2,Molecular grade,25,25,กรัม,นางสาวภีรดา เมินกระโทก,15/9/2021 16:40,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400004,Ethylenediaminetetraacetic acid,60-00-4,AR grade,500,500,กรัม,นางสาวภีรดา เมินกระโทก,15/9/2021 17:12,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400005,Trichloromethane,67-66-3,ACS,"2,500.00","2,500.00",มิลลิลิตร,นางสาวภีรดา เมินกระโทก,15/9/2021 17:27,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400006,Castor oil,8001-79-4,clinical diagnosis,100,80,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,15/9/2021 17:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400007,Castor oil,8001-79-4,clinical diagnosis,100,80,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,15/9/2021 17:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400016,Ethyl acetate,141-78-6,AR grade,"2,500.00","2,500.00",มิลลิลิตร,นางสาวภีรดา เมินกระโทก,16/9/2021 15:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400017,Xylene,1330-20-7,Histological grade,500,490,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,16/9/2021 17:19,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400019,Permount,68240-09-5,Histological grade,500,400,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,16/9/2021 17:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400020,Buffer pH 4.00,109435,Reagent traceable to SRM from NIST,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,17/9/2021 11:12,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400021,Buffer pH 7.00,109439,Reagent traceable to SRM from NIST,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,17/9/2021 11:12,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400022,Buffer pH 10.00,51 350 024,Reagent traceable to SRM from NIST,"1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,17/9/2021 11:12,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400023,"N,N,N',N'-tetramethylethylenediamine",110-18-9,AR grade,100,100,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,3/11/2021 15:31,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400024,Phenol,108-95-2,Molecular grade,250,250,มิลลิลิตร,นางสาวภีรดา เมินกระโทก,3/11/2021 15:49,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400025,Acrylamide,79-06-1,AR grade,"1,000.00","1,000.00",กรัม,นางสาวภีรดา เมินกระโทก,3/11/2021 15:58,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09307A6400026,DL-Dithiothreitol,3/12/3483,Molecular grade,5,5,กรัม,นางสาวภีรดา เมินกระโทก,3/11/2021 16:03,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100001,Barium chloride dihydrate,10326-27-9,"Extra Pure,>98.8%",500,500,กรัม,นายนพดล พริ้งเพราะ,24/10/2018 20:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100002,Barium chloride dihydrate,10326-27-9,"Extra Pure,>98.8%",500,500,กรัม,นายนพดล พริ้งเพราะ,24/10/2018 20:47,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100003,D-glucose,50-99-7,AR grade,500,500,กรัม,นายนพดล พริ้งเพราะ,24/10/2018 20:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100004,D-glucose,50-99-7,AR grade,500,500,กรัม,นายนพดล พริ้งเพราะ,24/10/2018 20:56,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100005,Potassium dihydrogen  phosphate,7778-77-0,AR grade,500,500,กรัม,นายนพดล พริ้งเพราะ,24/10/2018 21:23,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100006,Saponin,8047-15-2,Sapogenin content ≥10 %,25,20,กรัม,นายนพดล พริ้งเพราะ,24/10/2018 21:23,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100007,Sodium carbonate,497-19-8,"Extra Pure,99.9%","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,24/10/2018 21:23,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100010,Sodium hydrogen carbonate,144-55-8,"AR,99.5%","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,30/11/2018 09:40,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100011,Sodium chloride,7647-14-5,RPE- ACS,"1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,4/12/2018 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100012,Sodium chloride,7647-14-5,RPE- ACS,"1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,4/12/2018 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09320A6100013,Sodium chloride,7647-14-5,RPE- ACS,"1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,4/12/2018 16:04,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6100001,Ether,60-29-7,"AR,99.5%","2,500.00","2,500.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,29/11/2018 16:42,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6100002,Tri-sodium citrate dihydrate,3/4/6132,"AR,99%",500,500,กรัม,นายนพดล พริ้งเพราะ,29/11/2018 16:42,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6100003,Tri-sodium citrate dihydrate,3/4/6132,"AR,99%",500,400,กรัม,นายนพดล พริ้งเพราะ,29/11/2018 16:42,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6200001,Bacitracin,1405-87-4,Activity 60.00 -0.00,1,1,Vials,นายนพดล พริ้งเพราะ,23/4/2019 14:20,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6200004,Potassium tellurite trihydrate,7790-58-1,"1%,1 ml per vial(for selective isolation of Staphylococci and Corynebacteria.)",5,4,Vials,นายนพดล พริ้งเพราะ,23/4/2019 14:20,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6200008,Bacitracin,1405-87-4,"from Bacillus licheniformis, ≥65 IU/mg",50,50,Units,นายนพดล พริ้งเพราะ,9/5/2019 15:06,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6300001,Ethyl alcohol,64-17-5,"95.98%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/7/2020 15:05,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6300002,Ethyl alcohol,64-17-5,"95.98%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,21/7/2020 15:05,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6400001,Urea,57-13-6,"puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99%","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,8/2/2021 11:36,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6400002,Rogosa SL Agar,M130,for selective cultivation of oral and faecal Lactobacilli.,500,500,กรัม,นายนพดล พริ้งเพราะ,18/2/2021 11:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6400003,Rogosa SL Agar,M130,for selective cultivation of oral and faecal Lactobacilli.,500,500,กรัม,นายนพดล พริ้งเพราะ,18/2/2021 11:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6400004,Mitis Salivarius Agar,M259,"for isolation of Streptococci from mixed cultures, especially Streptococcus mitis, Streptococcus salivarius and Streptococcus faecalis.",500,500,กรัม,นายนพดล พริ้งเพราะ,18/2/2021 11:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6400005,Mitis Salivarius Agar,M259,"for isolation of Streptococci from mixed cultures, especially Streptococcus mitis, Streptococcus salivarius and Streptococcus faecalis.",500,500,กรัม,นายนพดล พริ้งเพราะ,18/2/2021 11:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600001,Sodium carbonate,497-19-8,"AR grade,99.53%",500,500,กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600002,Sodium carbonate,497-19-8,"AR grade,99.53%",500,500,กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600003,Tri-sodium citrate dihydrate,3/4/6132,"AR grade,99.5%;Certified AR for Analysis, meets analytical specification of Ph.Eur., BP, USP, Fisher","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600004,Tri-sodium citrate dihydrate,3/4/6132,"AR grade,99.5%;Certified AR for Analysis, meets analytical specification of Ph.Eur., BP, USP, Fisher","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600005,Tri-sodium citrate dihydrate,3/4/6132,"AR grade,99.5%;Certified AR for Analysis, meets analytical specification of Ph.Eur., BP, USP, Fisher","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600006,Tri-sodium citrate dihydrate,3/4/6132,"AR grade,99.5%;Certified AR for Analysis, meets analytical specification of Ph.Eur., BP, USP, Fisher","1,000.00","1,000.00",กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600007,Pancreatin from porcine pancreas,8049-47-6,4 × USP specifications,100,100,กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600008,Bile Salts Mixture,RM009,AR grade,100,100,กรัม,นายนพดล พริ้งเพราะ,26/1/2023 14:32,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600031,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600032,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600033,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600034,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600035,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600036,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600037,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600038,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600039,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600040,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600041,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600042,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600043,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600044,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600045,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600046,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600047,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600048,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600049,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F09322A6600050,Ethyl alcohol,64-17-5,"70%,สำหรับล้างแผล",450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,18/8/2023 10:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
